{ id: 2, name: 'Warrior Armor', type: 2, rarity: 2, colour: 'grey', colour2: 'green', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/606669444428857354/606669561831620614/20190802_030412.jpg', url_f: 'https://cdn.discordapp.com/attachments/606669444428857354/608539285154693143/Warrior_Armor.png' },
{ id: 697, name: 'Chronomancer Hood', type: 9, rarity: 4, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 698, name: 'Chronomancer Shoulders', type: 7, rarity: 4, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 699, name: 'Chrono Staff', type: 10, rarity: 4, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 700, name: 'No Stats Sword', type: 10, rarity: undefined, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 701, name: 'Hoarfrost Battleaxe', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 702, name: 'Coldheart Scythe', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 703, name: 'Wrapped Frostval Sword', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 704, name: 'Coldstar Staff', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 705, name: 'Wrapped Frostval Staff', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 706, name: 'Iceborn Crusher', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 707, name: 'Frozen Core Blade', type: 10, rarity: 3, colour: 'grey', colour2: 'blue', availability: 'seasonal', url_m: 'https://cdn.discordapp.com/attachments/607056453479563284/607149942649257994/grey.frozen_core_blade.png', url_f: '' },
{ id: 708, name: 'Yettun\'s Icy Cleaver', type: 10, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 709, name: 'Yettun Horns', type: 9, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 710, name: 'Frostval Elf Suit', type: 2, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 711, name: 'Frostval Elf Boots', type: 6, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 712, name: 'Frostval Elf Gloves', type: 5, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 713, name: 'Frostval Elf Belt', type: 3, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 714, name: 'Frostval Elf Hat', type: 9, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 720, name: 'Ore Mining Pickaxe', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 721, name: 'Red Elf Suit', type: 2, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 722, name: 'Red Elf Boots', type: 6, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 723, name: 'Red Elf Gloves', type: 5, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 724, name: 'Red Elf Belt', type: 3, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 725, name: 'Red Elf Hat', type: 9, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 726, name: 'Red Elf Mantle', type: 7, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 727, name: 'Red Elf Wrap', type: 8, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 728, name: 'Impulsive Cloak', type: 8, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 729, name: 'Drake Hunter Flame Tabard', type: 2, rarity: 2, colour: 'grey', colour2: 'red', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/606669444428857354/608777359490940928/drake-hunter-flame-tabard_1.PNG', url_f: '' },
{ id: 731, name: 'Drake Hunter Boots', type: 6, rarity: 2, colour: 'grey', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056825246023692/608779292309979161/drake-hunter-boots_1.PNG', url_f: '' },
{ id: 732, name: 'Drake Hunter Gauntlets', type: 5, rarity: 2, colour: 'grey', colour2: 'black', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056812864176128/608781133525680147/drake-hunter-gauntlets_1.PNG', url_f: '' },
{ id: 733, name: 'Drake Hunter Belt', type: 3, rarity: 2, colour: 'black', colour2: 'grey', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/604207320259362826/608778622991466509/drake-hunter-belt_1.PNG', url_f: '' },
{ id: 734, name: 'Drake Hunter Helm', type: 9, rarity: 2, colour: 'grey', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056691044810768/608781502842404865/drake-hunter-helm_1.PNG', url_f: '' },
{ id: 735, name: 'Drake Hunter Pauldrons', type: 7, rarity: 2, colour: 'grey', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056735844302863/608781970276614161/drake-hunter-pauldrons_1.PNG', url_f: '' },
{ id: 736, name: 'Dragon Stalker Flame Tabard', type: 2, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 737, name: 'Dragon Stalker Boots', type: 6, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 738, name: 'Dragon Stalker Gauntlets', type: 5, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 739, name: 'Dragon Stalker Helm', type: 9, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 740, name: 'Dragon Stalker Pauldrons', type: 7, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 741, name: 'Dragon Stalker Belt', type: 3, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 742, name: 'Furnace Blade', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 743, name: 'Lava Lamp Mace', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 744, name: 'Red Moglin Ears', type: 9, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 745, name: 'Anime Impulse Cape', type: 8, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 746, name: 'Sword of Hatred', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 747, name: 'Shadowfrost', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 748, name: 'Apofis\'s Warhammer', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 749, name: 'Variant Of Apofis Warhammer', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 750, name: 'Erebus', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 751, name: 'Variant Of Erebus Minor', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 752, name: 'Voidfrost', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 753, name: 'Caliburn', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 754, name: 'Wellspring Staff of Summoning', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 755, name: 'Asphyxia', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 756, name: 'Dreamwalker', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 757, name: 'Message Sent', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 758, name: 'Novani', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 759, name: 'Swan Angel Sword', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 760, name: 'StarSignal Halberd', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 761, name: 'Splodant', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 762, name: 'The Soul Within', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 763, name: 'Stjarnfall', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 764, name: 'Wolfblade', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 765, name: 'Burn Baby Burn', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 766, name: 'Equilibrium', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 767, name: 'The Multiverse', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 768, name: 'Soul-X', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 769, name: 'Guilt of Yumi', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 770, name: 'Reckoning', type: 10, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 771, name: 'Blue Moglin Ears', type: 9, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 772, name: 'Drake Hunter Gold Tabard', type: 2, rarity: 2, colour: 'grey', colour2: 'yellow', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/606669444428857354/608777412037050399/drake-hunter-gold-tabard_1.PNG', url_f: '' },
{ id: 773, name: 'Drake Hunter Sky Tabard', type: 2, rarity: 2, colour: 'grey', colour2: 'blue', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/606669444428857354/608777507503865857/drake-hunter-sky-tabard_1.PNG', url_f: '' },
{ id: 774, name: 'Dragon Stalker Sky Tabard', type: 2, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 775, name: 'Dragon Stalker Gold Tabard', type: 2, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 776, name: 'BloodKnight\'s Short Sword', type: 10, rarity: 1, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 777, name: 'BloodKnight\'s Chopper', type: 10, rarity: 1, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 788, name: 'Shrade\'s Rusty Machete', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 789, name: 'Shrade\'s Doom Machete', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 790, name: 'Shrade\'s Hood & Mask', type: 9, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 791, name: 'Shrade\'s Mask', type: 9, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 792, name: 'Shrade\'s Skin', type: 2, rarity: 2, colour: 'black', colour2: 'brown', availability: 'seasonal', url_m: 'https://cdn.discordapp.com/attachments/604206761653829633/606688179247906831/Screenshot_83.png', url_f: '' },
{ id: 793, name: 'Shrade\'s Chains', type: 5, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 794, name: 'Shrade\'s Boots', type: 6, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 796, name: 'Burnt Sash', type: 3, rarity: 1, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 797, name: '*HACK* DragonSlayer Hair', type: 9, rarity: undefined, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 798, name: 'Cysero\'s Dragon Cloak', type: 8, rarity: 5, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 800, name: 'Drickenchaser Axe', type: 10, rarity: 1, colour: 'grey', colour2: 'brown', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056453479563284/608793392851451914/drickenchaser-axe_1.PNG', url_f: '' },
{ id: 801, name: 'Recruit\'s Blade', type: 10, rarity: 1, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 802, name: 'Pumice Pommel Mace', type: 10, rarity: 1, colour: 'grey', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056453479563284/608782624655278081/pumice-pommel-mace_1.PNG', url_f: '' },
{ id: 803, name: 'Charred Lance', type: 10, rarity: 1, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 804, name: 'Flameproof Wood', type: 10, rarity: 1, colour: 'brown', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056953839058981/608783206077956126/flameproof-wand_1.PNG', url_f: '' },
{ id: 806, name: 'Furnace Knight Armor', type: 2, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 807, name: 'Furnace Knight Belt', type: 3, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 808, name: 'Furnace Knight Boots', type: 6, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 809, name: 'Furnace Knight Gloves', type: 5, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 810, name: 'Furnace Knight Forge', type: 8, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 811, name: 'Furnace Knight Helm', type: 9, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 812, name: 'Furnace Knight Spaulders', type: 7, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 813, name: 'Ashbrand Armor', type: 2, rarity: 1, colour: 'brown', colour2: 'red', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/606669085828317278/608777118381506570/ashbrand-armor_1.PNG', url_f: '' },
{ id: 814, name: 'Ashbrand Boots', type: 6, rarity: 1, colour: 'brown', colour2: 'grey', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/606694950951714817/608779173129093132/ashbrand-boots_1.PNG', url_f: '' },
{ id: 815, name: 'Ashbrand Gloves', type: 5, rarity: 1, colour: 'brown', colour2: 'black', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/606696710697254949/608787645245423636/ashbrand-gloves_1.PNG', url_f: '' },
{ id: 816, name: 'Ashbrand Pauldrons', type: 7, rarity: 1, colour: 'red', colour2: 'black', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/604209075282247690/608782055219658846/ashbrand-pauldrons_1.PNG', url_f: '' },
{ id: 817, name: 'Ashbrand Belt', type: 3, rarity: 1, colour: 'red', colour2: 'black', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/604209088154304522/608778515579404298/ashbrand-belt_1.PNG', url_f: '' },
{ id: 818, name: 'DrickenChaser Cape', type: 8, rarity: 1, colour: 'brown', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607057013217820747/608780616586231819/drickenchaser-cape_2.PNG', url_f: '' },
{ id: 819, name: 'Lvl 15 Sword', type: 10, rarity: 1, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 820, name: 'Azrael Sword', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 821, name: 'Iron DragonSlayer Axe', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 822, name: 'Iron DragonSlayer Warhammer', type: 10, rarity: 2, colour: 'grey', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056453479563284/608782385919557663/iron-dragonslayer-warhammer_1.PNG', url_f: '' },
{ id: 823, name: 'Iron DragonSlayer Mace', type: 10, rarity: 2, colour: 'grey', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056453479563284/608782525665509377/iron-dragonslayer-mace_1.PNG', url_f: '' },
{ id: 824, name: 'Iron DragonSlayer Sword', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 828, name: 'Warhammer of Screenshots', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 829, name: 'Senna\'s Leather Belt', type: 3, rarity: 2, colour: 'grey', colour2: 'yellow', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056770443116544/608790570172940288/sennas-leather-belt_1.PNG', url_f: '' },
{ id: 832, name: 'Kord\'s Recruit Helm', type: 9, rarity: 2, colour: 'grey', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056691044810768/608781502842404865/drake-hunter-helm_1.PNG', url_f: '' },
{ id: 840, name: 'Dragon Blade', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 841, name: 'Kord\'s Initiate Sword', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 842, name: 'Galanoth\'s Training Lance', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 843, name: 'Ashbrand Helm', type: 9, rarity: 1, colour: 'brown', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/606696626890997780/608781391857057815/ashbrand-helm_1.PNG', url_f: '' },
{ id: 844, name: 'Galanoth\'s Guardian Blade', type: 10, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 845, name: 'Guardian Blade V', type: 10, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 847, name: 'Guardian Shoulderplates II', type: 7, rarity: 2, colour: 'grey', colour2: 'yellow', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056735844302863/608859713932623877/Screenshot_137.png', url_f: '' },
{ id: 848, name: 'Guardian Helm II', type: 9, rarity: 2, colour: 'grey', colour2: 'yellow', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056691044810768/608860360375664748/Screenshot_139.png', url_f: '' },
{ id: 849, name: 'Guardian Dragon Wings II', type: 8, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 850, name: 'Guardian Dragon Shoulder II', type: 7, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 851, name: 'Guardian Dragon Helmet II', type: 9, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 852, name: 'Scale Slayer Armor', type: 2, rarity: 4, colour: 'red', colour2: 'grey', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/604209040779771938/608778025919709358/scale-slayer-armor_1.PNG', url_f: '' },
{ id: 853, name: 'Scale Slayer Belt', type: 3, rarity: 4, colour: 'red', colour2: 'black', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/604209088154304522/608778902411935775/scale-slayer-belt_1.PNG', url_f: '' },
{ id: 854, name: 'Scale Slayer Greaves', type: 6, rarity: 4, colour: 'red', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/604209163618484234/608779378574360587/scale-slayer-greaves_1.PNG', url_f: '' },
{ id: 855, name: 'Scale Slayer Gauntlets', type: 5, rarity: 4, colour: 'red', colour2: 'black', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/604209149856972801/608781274932576277/scale-slayer-gauntlets_1.PNG', url_f: '' },
{ id: 856, name: 'DrickenSlayer Cape', type: 8, rarity: 2, colour: 'brown', colour2: '', availability: 'onetime', url_m: 'https://cdn.discordapp.com/attachments/607057013217820747/608780616586231819/drickenchaser-cape_2.PNG', url_f: '' },
{ id: 857, name: 'Forged Ashbrand Pauldrons', type: 7, rarity: 2, colour: 'red', colour2: 'black', availability: 'onetime', url_m: 'https://cdn.discordapp.com/attachments/604209075282247690/608782055219658846/ashbrand-pauldrons_1.PNG', url_f: '' },
{ id: 858, name: 'Forged Ashbrand Helm', type: 9, rarity: 2, colour: 'brown', colour2: '', availability: 'onetime', url_m: 'https://cdn.discordapp.com/attachments/606696626890997780/608781391857057815/ashbrand-helm_1.PNG', url_f: '' },
{ id: 859, name: 'Scale Slayer Helm', type: 9, rarity: 4, colour: 'red', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/604209055661031434/608792441935495229/scale-slayer-helm_1.PNG', url_f: '' },
{ id: 860, name: 'Scale Slayer Shoulders', type: 7, rarity: 4, colour: 'red', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/604209075282247690/608782135712808970/scale-slayer-shoulders_1.PNG', url_f: '' },
{ id: 861, name: 'The Scale Slayer', type: 10, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 862, name: 'The Scale Slayer Companion', type: 8, rarity: 4, colour: 'grey', colour2: 'red', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/604209124955127818/608779800844173312/the-scale-slayer-companion_2.PNG', url_f: '' },
{ id: 871, name: 'Drake Hunter Gold Cloak', type: 8, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 872, name: 'Drake Hunter Sky Cloak', type: 8, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 873, name: 'Drake Hunter Flame Cloak', type: 8, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 880, name: 'GDC Blade', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 882, name: 'Legion\'s Visage', type: 9, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 883, name: 'Dark Legion\'s Visage', type: 9, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 884, name: 'Pale Visage', type: 9, rarity: 3, colour: 'grey', colour2: 'black', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056691044810768/607530234132037642/Pale_Visage.png', url_f: '' },
{ id: 885, name: 'Sheathed Soul Reaver', type: 8, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 886, name: 'Katana of the Soul Reaver', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 887, name: 'Legion\'s Soul Spike', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 888, name: 'Legion\'s Visage', type: 9, rarity: 3, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 889, name: 'Dark Legion\'s Visage', type: 9, rarity: 3, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 890, name: 'Pale Visage', type: 9, rarity: 3, colour: 'grey', colour2: 'black', availability: 'dev', url_m: 'https://cdn.discordapp.com/attachments/607056691044810768/607530234132037642/Pale_Visage.png', url_f: '' },
{ id: 891, name: 'Sheathed Soul Reaver', type: 8, rarity: 3, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 892, name: 'Katana of the Soul Reaver', type: 10, rarity: 3, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 893, name: 'Legion\'s Soul Spike', type: 10, rarity: 3, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 894, name: 'Legion\'s Visage', type: 9, rarity: 3, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 895, name: 'Dark Legion\'s Visage', type: 9, rarity: 3, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 896, name: 'Pale Visage', type: 9, rarity: 3, colour: 'grey', colour2: 'black', availability: 'dev', url_m: 'https://cdn.discordapp.com/attachments/607056691044810768/607530234132037642/Pale_Visage.png', url_f: '' },
{ id: 897, name: 'Sheathed Soul Reaver', type: 8, rarity: 3, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 898, name: 'Katana of the Soul Reaver', type: 10, rarity: 3, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 899, name: 'Legion\'s Soul Spike', type: 10, rarity: 3, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 907, name: 'Molten Forged Greatsword', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 908, name: 'Magma Greatsword', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 909, name: 'Crimson Battle Staff', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 910, name: 'Legion Dragon Sword', type: 10, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 911, name: 'New Head Test', type: 9, rarity: 2, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 915, name: 'Crown of Twigs', type: 9, rarity: 4, colour: '', colour2: '', availability: 'dev', url_m: '', url_f: '' },
{ id: 916, name: 'Crimson Battle Mage Robe', type: 2, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 917, name: 'Crimson Battle Mage Belt', type: 3, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 918, name: 'Crimson Battle Mage Boots', type: 6, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 919, name: 'Crimson Battle Mage Gloves', type: 5, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 920, name: 'Crimson Battle Mage Cowl', type: 9, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 921, name: 'Crimson Battle Mage Pauldrons', type: 7, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 922, name: 'Crimson Prowler Armor', type: 2, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 923, name: 'Silver Prowler Armor', type: 2, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 924, name: 'Prowler Belt', type: 3, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 925, name: 'Crimson Prowler Boots', type: 6, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 926, name: 'Silver Prowler Boots', type: 6, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 927, name: 'Crimson Prowler Gloves', type: 5, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 928, name: 'Silver Prowler Gloves', type: 5, rarity: 2, colour: 'grey', colour2: '', availability: 'normal', url_m: 'https://cdn.discordapp.com/attachments/607056812864176128/607150010576011284/grey.silver_prowler_gloves.png', url_f: '' },
{ id: 929, name: 'Prowler Hood', type: 9, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 930, name: 'Chaos Infused Dagger', type: 10, rarity: 2, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 931, name: 'Worm Slicer', type: 10, rarity: 3, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 932, name: 'Dwarven Foreman\'s Hammer', type: 10, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
{ id: 933, name: 'Scorched Soul', type: 10, rarity: 4, colour: '', colour2: '', availability: '', url_m: '', url_f: '' },
